,t,c,o,h,l
0,2011-11-26,13700,13700,13700,13700
1,2011-11-27,13440,13440,13440,13440
2,2011-11-28,13350,13350,13350,13350
3,2011-11-29,13400,13400,13400,13400
4,2011-11-30,13500,13500,13500,13500
5,2011-12-02,13650,13650,13650,13650
6,2011-12-03,13610,13610,13610,13610
7,2011-12-06,13650,13650,13650,13650
8,2011-12-07,13550,13550,13550,13550
9,2011-12-09,13450,13450,13450,13450
10,2011-12-10,13450,13450,13450,13450
11,2011-12-11,13530,13530,13530,13530
12,2011-12-12,13630,13630,13630,13630
13,2011-12-13,13770,13770,13770,13770
14,2011-12-14,13710,13710,13710,13710
15,2011-12-16,13840,13840,13840,13840
16,2011-12-17,14080,14080,14080,14080
17,2011-12-18,14500,14500,14500,14500
18,2011-12-19,15300,15300,15300,15300
19,2011-12-20,15150,15150,15150,15150
20,2011-12-21,14230,14230,14230,14230
21,2011-12-23,14350,14350,14350,14350
22,2011-12-24,14800,14800,14800,14800
23,2011-12-25,15250,15250,15250,15250
24,2011-12-26,15150,15150,15150,15150
25,2011-12-27,15200,15200,15200,15200
26,2011-12-28,15220,15220,15220,15220
27,2011-12-30,15550,15550,15550,15550
28,2011-12-31,15900,15900,15900,15900
29,2012-01-01,17400,17400,17400,17400
30,2012-01-02,16200,16200,16200,16200
31,2012-01-03,15800,15800,15800,15800
32,2012-01-04,15980,15980,15980,15980
33,2012-01-06,15970,15970,15970,15970
34,2012-01-07,16550,16550,16550,16550
35,2012-01-08,16900,16900,16900,16900
36,2012-01-09,16900,16900,16900,16900
37,2012-01-10,16920,16920,16920,16920
38,2012-01-11,16950,16950,16950,16950
39,2012-01-15,16900,16900,16900,16900
40,2012-01-16,17400,17400,17400,17400
41,2012-01-17,18200,18200,18200,18200
42,2012-01-18,18200,18200,18200,18200
43,2012-01-20,19000,19000,19000,19000
44,2012-01-22,21000,21000,21000,21000
45,2012-01-24,19000,19000,19000,19000
46,2012-01-25,17000,17000,17000,17000
47,2012-01-27,17700,17700,17700,17700
48,2012-01-28,18300,18300,18300,18300
49,2012-01-29,18300,18300,18300,18300
50,2012-01-31,18300,18300,18300,18300
51,2012-02-03,17750,17750,17750,17750
52,2012-02-04,18500,18500,18500,18500
53,2012-02-05,18800,18800,18800,18800
54,2012-02-06,18900,18900,18900,18900
55,2012-02-07,19200,19200,19200,19200
56,2012-02-11,19400,19400,19400,19400
57,2012-02-12,19000,19000,19000,19000
58,2012-02-13,19350,19350,19350,19350
59,2012-02-14,19500,19500,19500,19500
60,2012-02-15,19600,19600,19600,19600
61,2012-02-17,19400,19400,19400,19400
62,2012-02-18,19200,19200,19200,19200
63,2012-02-19,19400,19400,19400,19400
64,2012-02-20,19450,19450,19450,19450
65,2012-02-21,19350,19350,19350,19350
66,2012-02-22,19350,19350,19350,19350
67,2012-02-25,19300,19300,19300,19300
68,2012-02-26,18700,18700,18700,18700
69,2012-02-27,18500,18500,18500,18500
70,2012-02-28,19200,19200,19200,19200
71,2012-02-29,19250,19250,19250,19250
72,2012-03-02,19250,19250,19250,19250
73,2012-03-03,19000,19000,19000,19000
74,2012-03-04,19100,19100,19100,19100
75,2012-03-05,18950,18950,18950,18950
76,2012-03-06,18850,18850,18850,18850
77,2012-03-07,19000,19000,19000,19000
78,2012-03-09,18800,18800,18800,18800
79,2012-03-10,18700,18700,18700,18700
80,2012-03-11,18850,18850,18850,18850
81,2012-03-12,18800,18800,18800,18800
82,2012-03-13,18600,18600,18600,18600
83,2012-03-14,18500,18500,18500,18500
84,2012-03-16,19250,19250,19250,19250
85,2012-03-17,19150,19150,19150,19150
86,2012-03-24,18900,18900,18900,18900
87,2012-03-25,19000,19000,19000,19000
88,2012-03-27,19200,19200,19200,19200
89,2012-03-28,19200,19200,19200,19200
90,2012-04-01,19120,19120,19120,19120
91,2012-04-02,19000,19000,19000,19000
92,2012-04-03,18950,18950,18950,18950
93,2012-04-04,19000,19000,19000,19000
94,2012-04-06,19100,19100,19100,19100
95,2012-04-07,19010,19010,19010,19010
96,2012-04-08,19000,19000,19000,19000
97,2012-04-09,18650,18650,18650,18650
98,2012-04-10,18800,18800,18800,18800
99,2012-04-11,18840,18840,18840,18840
100,2012-04-13,18800,18800,18800,18800
101,2012-04-14,17300,17300,17300,17300
102,2012-04-15,17800,17800,17800,17800
103,2012-04-16,18000,18000,18000,18000
104,2012-04-17,18240,18240,18240,18240
105,2012-04-18,18180,18180,18180,18180
106,2012-04-20,18030,18030,18030,18030
107,2012-04-21,17950,17950,17950,17950
108,2012-04-22,17790,17790,17790,17790
109,2012-04-23,17580,17580,17580,17580
110,2012-04-25,17480,17480,17480,17480
111,2012-04-27,16650,16650,16650,16650
112,2012-04-28,17340,17340,17340,17340
113,2012-04-29,17250,17250,17250,17250
114,2012-04-30,17100,17100,17100,17100
115,2012-05-01,17090,17090,17090,17090
116,2012-05-02,17050,17050,17050,17050
117,2012-05-04,16780,16780,16780,16780
118,2012-05-05,16720,16720,16720,16720
119,2012-05-06,16640,16640,16640,16640
120,2012-05-07,16550,16550,16550,16550
121,2012-05-08,16500,16500,16500,16500
122,2012-05-09,16190,16190,16190,16190
123,2012-05-11,15890,15890,15890,15890
124,2012-05-12,15750,15750,15750,15750
125,2012-05-13,16250,16250,16250,16250
126,2012-05-14,16690,16690,16690,16690
127,2012-05-15,16380,16380,16380,16380
128,2012-05-16,16650,16650,16650,16650
129,2012-05-18,16850,16850,16850,16850
130,2012-05-19,16760,16760,16760,16760
131,2012-05-20,16850,16850,16850,16850
132,2012-05-21,16690,16690,16690,16690
133,2012-05-22,16710,16710,16710,16710
134,2012-05-23,17600,17600,17600,17600
135,2012-05-25,17670,17670,17670,17670
136,2012-05-26,17200,17200,17200,17200
137,2012-05-27,17300,17300,17300,17300
138,2012-05-28,17600,17600,17600,17600
139,2012-05-29,17680,17680,17680,17680
140,2012-05-30,17700,17700,17700,17700
141,2012-06-01,17770,17770,17770,17770
142,2012-06-04,17680,17680,17680,17680
143,2012-06-05,17700,17700,17700,17700
144,2012-06-06,17850,17850,17850,17850
145,2012-06-08,18250,18250,18250,18250
146,2012-06-09,18210,18210,18210,18210
147,2012-06-10,18150,18150,18150,18150
148,2012-06-11,17900,17900,17900,17900
149,2012-06-12,17600,17600,17600,17600
150,2012-06-13,17800,17800,17800,17800
151,2012-06-15,17850,17850,17850,17850
152,2012-06-16,18000,18000,18000,18000
153,2012-06-18,18100,18100,18100,18100
154,2012-06-19,18280,18280,18280,18280
155,2012-06-20,18300,18300,18300,18300
156,2012-06-22,18800,18800,18800,18800
157,2012-06-23,19050,19050,19050,19050
158,2012-06-24,18950,18950,18950,18950
159,2012-06-25,19200,19200,19200,19200
160,2012-06-26,19400,19400,19400,19400
161,2012-06-27,20150,20150,20150,20150
162,2012-06-28,20150,20150,20150,20150
163,2012-06-29,19940,19800,20000,19520
164,2012-06-30,19530,19890,19890,19520
165,2012-07-01,19430,19460,19560,19280
166,2012-07-02,19760,19410,19760,19400
167,2012-07-03,19680,19800,19830,19610
168,2012-07-06,19460,19580,19600,19410
169,2012-07-07,19100,19390,19390,19040
170,2012-07-08,19130,19020,19160,18810
171,2012-07-09,19360,19200,19460,19200
172,2012-07-10,19140,19330,19340,19100
173,2012-07-11,19220,19170,19240,19150
174,2012-07-13,19150,19350,19350,19150
175,2012-07-14,19020,19130,19130,19010
176,2012-07-15,19200,18900,19200,18900
177,2012-07-16,19090,19280,19280,19090
178,2012-07-17,19150,19040,19220,19030
179,2012-07-18,19100,19140,19140,19080
180,2012-07-20,19090,19080,19100,19030
181,2012-07-21,18990,19070,19080,18980
182,2012-07-22,19080,18960,19090,18960
183,2012-07-23,19210,19100,19230,19100
184,2012-07-24,19290,19200,19340,19200
185,2012-07-25,19570,19350,19600,19350
186,2012-07-27,19700,19600,19740,19600
187,2012-07-28,19470,19650,19650,19420
188,2012-07-29,19680,19500,19680,19500
189,2012-07-30,19710,19710,19710,19630
190,2012-07-31,20070,19820,20080,19800
191,2012-08-01,20190,20080,20250,20080
192,2012-08-03,20080,20070,20170,20020
193,2012-08-04,20440,20040,20480,20040
194,2012-08-05,21460,20700,21550,20700
195,2012-08-06,21980,21800,22100,21570
196,2012-08-07,20850,21970,21970,20850
197,2012-08-08,20950,20700,20950,20570
198,2012-08-10,21300,20800,21350,20800
199,2012-08-11,21480,21390,21520,21370
200,2012-08-12,21300,21400,21410,21290
201,2012-08-13,21210,21290,21310,21210
202,2012-08-14,21070,21230,21240,21070
203,2012-08-15,21260,21110,21260,21060
204,2012-08-17,21200,21300,21320,21200
205,2012-08-20,21290,21210,21290,21180
206,2012-08-21,21360,21360,21360,21290
207,2012-08-22,21630,21420,21690,21420
208,2012-08-24,21940,21830,22100,21820
209,2012-08-25,21730,22000,22000,21650
210,2012-08-26,21960,21750,21960,21720
211,2012-08-27,21940,21930,21940,21930
212,2012-08-28,21940,21930,21950,21930
213,2012-08-31,21800,21850,21850,21770
214,2012-09-01,21590,21780,21780,21590
215,2012-09-02,21730,21500,21730,21330
216,2012-09-03,21820,21820,21910,21750
217,2012-09-04,22180,21820,22190,21810
218,2012-09-05,22210,22370,22500,22210
219,2012-09-07,23020,22500,23020,22500
220,2012-09-08,24480,23140,24480,23140
221,2012-09-09,25600,24900,26300,24900
222,2012-09-10,24750,25200,25200,24250
223,2012-09-12,23910,23900,24000,23820
224,2012-09-14,24480,23850,24480,23850
225,2012-09-15,24470,24350,24550,24320
226,2012-09-16,24930,24470,25240,24470
227,2012-09-17,24360,24700,24820,24300
228,2012-09-18,24280,24210,24360,23990
229,2012-09-19,24380,24340,24410,24340
230,2012-09-21,24690,24740,24740,24370
231,2012-09-22,24760,24660,24780,24510
232,2012-09-23,25200,24600,25300,24600
233,2012-09-24,25480,25310,26530,25310
234,2012-09-25,26300,26150,26460,26120
235,2012-09-26,26900,26760,26900,26760
236,2012-09-28,28440,27160,28500,27160
237,2012-09-29,29800,29600,29800,29410
238,2012-09-30,34700,29680,34700,29680
239,2012-10-01,36100,33300,36100,33300
240,2012-10-02,34000,35700,36300,30000
241,2012-10-03,30000,31000,32000,29600
242,2012-10-05,30300,29000,31500,28500
243,2012-10-06,30000,29800,31200,28500
244,2012-10-07,33400,30670,33400,30670
245,2012-10-08,33000,34000,34500,33000
246,2012-10-09,33000,32200,33500,31250
247,2012-10-10,33250,33000,33450,33000
248,2012-10-12,33950,33950,33950,33950
249,2012-10-13,34000,33700,34200,33500
250,2012-10-14,35200,34600,35400,34600
251,2012-10-15,36000,36000,36000,36000
252,2012-10-16,33350,33350,33350,33350
253,2012-10-17,35300,33350,36000,33350
254,2012-10-19,36000,36000,36000,36000
255,2012-10-20,35400,35500,35500,35000
256,2012-10-21,36000,36000,36000,36000
257,2012-10-22,32700,33000,33000,32700
258,2012-10-23,34000,34000,34000,34000
259,2012-10-24,34000,34000,34000,34000
260,2012-10-25,34000,34000,34000,34000
261,2012-10-26,33400,33400,33400,33400
262,2012-10-27,32900,32900,32900,32900
263,2012-10-28,33400,33400,33400,33400
264,2012-10-29,33000,33000,33000,33000
265,2012-10-30,32900,32900,32900,32900
266,2012-10-31,32900,32900,32900,32900
267,2012-11-01,32900,32900,32900,32900
268,2012-11-02,32900,32900,32900,32900
269,2012-11-03,29500,31000,31000,29500
270,2012-11-04,29500,29500,29500,29500
271,2012-11-05,32000,32000,32000,32000
272,2012-11-06,31800,31800,31800,31800
273,2012-11-07,31800,31800,31800,31800
274,2012-11-08,31800,31800,31800,31800
275,2012-11-09,31000,31000,31000,31000
276,2012-11-10,30700,30700,30700,30700
277,2012-11-11,30500,30500,30500,30500
278,2012-11-12,30000,30000,30000,30000
279,2012-11-13,29800,29800,29800,29800
280,2012-11-14,29800,29800,29800,29800
281,2012-11-15,29800,29800,29800,29800
282,2012-11-16,29400,29400,29400,29400
283,2012-11-17,28500,28500,28500,28500
284,2012-11-18,28000,28000,28000,28000
285,2012-11-19,26500,26500,26500,26500
286,2012-11-20,28400,28400,28400,28400
287,2012-11-21,29000,28400,29000,28400
288,2012-11-22,29000,29000,29000,29000
289,2012-11-23,29000,29000,29000,29000
290,2012-11-24,29000,29000,29000,29000
291,2012-11-25,28900,28900,28900,28900
292,2012-11-26,28000,28000,28000,28000
293,2012-11-27,29000,29000,29000,29000
294,2012-11-28,28700,28700,28700,28700
295,2012-11-30,29500,29500,29500,29500
296,2012-12-01,29300,29300,29300,29300
297,2012-12-02,29300,29300,29300,29300
298,2012-12-03,29100,29100,29100,29100
299,2012-12-04,29300,29300,29300,29300
300,2012-12-05,29300,29300,29300,29300
301,2012-12-06,29300,29300,29300,29300
302,2012-12-07,30500,30500,30500,30500
303,2012-12-08,29000,29000,29000,29000
304,2012-12-09,29800,29800,29800,29800
305,2012-12-10,30100,30100,30100,30100
306,2012-12-11,29950,29950,29950,29950
307,2012-12-12,30200,30200,30200,30200
308,2012-12-14,29700,29700,29700,29700
309,2012-12-15,30000,30000,30000,30000
310,2012-12-16,30330,30000,30330,30000
311,2012-12-17,31100,30900,31100,30900
312,2012-12-18,30850,31250,31350,30850
313,2012-12-19,31000,31000,31000,31000
314,2012-12-21,31700,31500,31700,31300
315,2012-12-22,32400,31800,32400,31800
316,2012-12-23,33320,33500,33500,33320
317,2012-12-24,33320,34200,34200,33320
318,2012-12-25,32750,32640,33280,32480
319,2012-12-26,32600,32850,32850,32600
320,2012-12-28,32100,32800,32800,32100
321,2012-12-29,32300,31950,32300,31600
322,2012-12-30,32400,32900,32900,32400
323,2012-12-31,32400,32400,32550,32400
324,2013-01-01,32450,32350,32500,32350
325,2013-01-04,32350,32350,32350,32350
326,2013-01-05,32460,32400,32460,32330
327,2013-01-06,32350,32400,32400,32300
328,2013-01-07,32660,32420,32660,32400
329,2013-01-08,32850,32550,33250,32550
330,2013-01-09,32800,32800,32800,32800
331,2013-01-12,32880,32700,33080,32700
332,2013-01-13,32900,32900,32950,32850
333,2013-01-14,33050,32930,33100,32900
334,2013-01-15,33050,33300,33300,33010
335,2013-01-16,33050,33080,33080,33050
336,2013-01-18,33400,33150,33400,33150
337,2013-01-19,34100,33300,34350,33300
338,2013-01-20,35150,34400,35430,34400
339,2013-01-21,36190,35240,36500,35240
340,2013-01-22,35600,36500,36500,34960
341,2013-01-23,35250,35400,35400,35200
342,2013-01-25,35500,35000,35500,35000
343,2013-01-26,36520,35600,36520,35600
344,2013-01-27,36500,36300,36710,36000
345,2013-01-28,36600,36600,36600,36600
346,2013-01-29,37950,36800,38100,36800
347,2013-01-30,38900,37800,38900,37800
348,2013-02-01,38200,39400,39700,37800
349,2013-02-02,38100,38100,38100,37800
350,2013-02-03,38250,37700,38250,37700
351,2013-02-04,38500,38900,38900,38500
352,2013-02-05,37150,37700,37700,37150
353,2013-02-06,38200,37900,38200,37900
354,2013-02-08,38500,38250,38500,38250
355,2013-02-10,37700,38300,38300,37700
356,2013-02-11,37200,37500,37500,37200
357,2013-02-12,36500,36000,36500,35900
358,2013-02-13,37500,36900,37500,36900
359,2013-02-15,37300,37450,37450,37140
360,2013-02-16,36800,37000,37000,36800
361,2013-02-17,37100,36600,37100,36600
362,2013-02-18,37250,37400,37500,37250
363,2013-02-19,36900,36800,37100,36800
364,2013-02-20,36750,36700,36750,36700
365,2013-02-22,36800,37000,37100,36800
366,2013-02-23,36750,36650,36750,36550
367,2013-02-24,37460,36890,37460,36890
368,2013-02-25,37650,37450,37850,37450
369,2013-02-26,37050,37900,37900,37050
370,2013-02-27,36750,37000,37000,36750
371,2013-03-01,36450,36500,36650,36450
372,2013-03-02,34900,36100,36100,34900
373,2013-03-03,33050,33900,33900,32850
374,2013-03-04,34400,33300,34700,33300
375,2013-03-05,35900,34800,35900,34800
376,2013-03-06,35700,36400,36400,35700
377,2013-03-08,34800,35450,35450,34800
378,2013-03-09,34750,34850,34850,34450
379,2013-03-10,35100,35300,35500,34900
380,2013-03-11,34750,35050,35050,34700
381,2013-03-12,34400,34300,34450,34100
382,2013-03-13,34000,34200,34250,34000
383,2013-03-15,33320,33950,33950,33300
384,2013-03-16,34100,33400,34200,33400
385,2013-03-17,34050,34000,34050,33950
386,2013-04-05,35100,34500,35400,34500
387,2013-04-06,36350,36000,36400,35950
388,2013-04-07,35400,36150,36150,35400
389,2013-04-08,35400,35400,35650,35400
390,2013-04-09,35150,35500,35500,35150
391,2013-04-10,35050,35300,35300,35050
392,2013-04-12,35150,35200,35300,35050
393,2013-04-14,35050,35100,35200,35050
394,2013-04-15,35050,35200,35200,35000
395,2013-04-16,35250,35100,35250,35100
396,2013-04-17,35300,35350,35350,35300
397,2013-04-19,35200,35450,35500,35100
398,2013-04-20,35350,35150,35350,35150
399,2013-04-21,35500,35450,35500,35400
400,2013-04-22,35600,35600,35600,35450
401,2013-04-23,36400,35650,36400,35650
402,2013-04-24,36150,36350,36350,36150
403,2013-04-26,35850,36200,36200,35850
404,2013-04-27,35850,35700,35850,35600
405,2013-04-28,35900,35800,36100,35800
406,2013-04-29,35800,35950,35950,35800
407,2013-04-30,35700,35750,35750,35700
408,2013-05-01,35550,35400,35550,35400
409,2013-05-03,35600,35700,35700,35500
410,2013-05-04,36000,35800,36000,35750
411,2013-05-05,35700,35850,35850,35700
412,2013-05-06,35600,35650,35650,35550
413,2013-05-07,35450,35650,35650,35450
414,2013-05-08,35350,35350,35350,35300
415,2013-05-10,34650,35300,35300,34650
416,2013-05-11,34900,34850,34900,34700
417,2013-05-12,35300,34850,35300,34850
418,2013-05-13,35250,35270,35300,35250
419,2013-05-14,35050,35000,35050,34750
420,2013-05-15,35150,35100,35150,35100
421,2013-05-17,35050,35160,35160,35000
422,2013-05-18,34750,34800,34900,34750
423,2013-05-19,34700,34550,34750,34500
424,2013-05-20,34900,35000,35000,34900
425,2013-05-21,35650,35600,35700,35450
426,2013-05-22,35450,35550,35550,35400
427,2013-05-24,35700,35500,35800,35500
428,2013-05-25,36150,35850,36280,35850
429,2013-05-26,36280,36100,36280,36100
430,2013-05-27,36850,36300,36850,36300
431,2013-05-28,36580,36900,36900,36480
432,2013-05-29,36200,36450,36450,36150
433,2013-05-31,36450,36180,36520,36180
434,2013-06-01,36280,36480,36500,36280
435,2013-06-02,36350,36320,36350,36280
436,2013-06-07,36700,36480,36700,36480
437,2013-06-08,36300,36650,36650,36300
438,2013-06-09,36200,36300,36300,36200
439,2013-06-10,35850,35950,36000,35850
440,2013-06-11,36450,35950,36450,35950
441,2013-06-12,36300,36350,36350,36300
442,2013-06-14,34800,36000,36000,34500
443,2013-06-15,35100,34400,35200,34400
444,2013-06-16,34550,35000,35000,34500
445,2013-06-17,34500,35000,35000,34500
446,2013-06-18,34000,34400,34400,33900
447,2013-06-19,33000,33500,33500,32850
448,2013-06-21,32000,32900,32900,32000
449,2013-06-22,30900,30700,31500,29800
450,2013-06-24,33100,31200,33100,31200
451,2013-06-25,32950,32400,33200,32400
452,2013-06-26,33600,33700,34000,33600
453,2013-06-28,33200,33400,33700,33150
454,2013-06-29,33500,33600,33600,33400
455,2013-06-30,33900,34100,34100,33750
456,2013-07-01,33700,34000,34000,33700
457,2013-07-02,33600,33550,33650,33400
458,2013-07-03,33650,33550,33650,33550
459,2013-07-05,33200,33500,33500,33200
460,2013-07-06,32950,33200,33200,32950
461,2013-07-07,33350,33350,33500,33300
462,2013-07-08,33100,33150,33150,32950
463,2013-07-09,33000,33050,33050,32900
464,2013-07-10,33150,33300,33300,33100
465,2013-07-12,32850,33050,33050,32850
466,2013-07-13,32700,32700,32700,32350
467,2013-07-14,32600,32750,32750,32550
468,2013-07-15,32600,32550,32600,32550
469,2013-07-16,32150,32500,32500,32100
470,2013-07-17,31650,32000,32000,31650
471,2013-07-19,31000,31200,31200,30850
472,2013-07-20,31150,30800,31150,30700
473,2013-07-21,31600,31850,31850,31450
474,2013-07-22,31200,31450,31450,31150
475,2013-07-23,31650,31300,31650,31200
476,2013-07-24,31600,31500,31650,31500
477,2013-07-26,31700,31500,31700,31500
478,2013-07-27,31800,31900,31900,31700
479,2013-07-28,31700,31700,31750,31600
480,2013-07-30,31700,31750,31750,31650
481,2013-07-31,31800,31750,31800,31750
482,2013-08-02,32850,32100,32900,32050
483,2013-08-03,32400,32650,32800,32400
484,2013-08-04,32000,32150,32200,31900
485,2013-08-05,31900,31900,31950,31750
486,2013-08-06,32250,32050,32350,32050
487,2013-08-07,32150,32300,32350,32100
488,2013-08-10,32200,32150,32200,32150
489,2013-08-11,32250,32300,32400,32200
490,2013-08-12,31950,32100,32100,31900
491,2013-08-13,31950,31900,31950,31800
492,2013-08-14,32000,32000,32050,32000
493,2013-08-16,31700,31850,31850,31600
494,2013-08-17,31580,31650,31650,31550
495,2013-08-18,31450,31650,31700,31450
496,2013-08-19,31000,31450,31450,31000
497,2013-08-20,30950,30900,31000,30800
498,2013-08-21,31200,31000,31200,30950
499,2013-08-23,31250,31300,31350,31150
500,2013-08-24,31200,31300,31300,31150
501,2013-08-25,31250,31350,31350,31150
502,2013-08-26,31750,31250,31800,31250
503,2013-08-27,33000,31800,33000,31800
504,2013-08-28,32400,32800,32800,32200
505,2013-08-30,32700,32300,32700,32200
506,2013-08-31,32400,32550,32550,32350
507,2013-09-02,32700,32450,32700,32400
508,2013-09-03,33050,32800,33300,32800
509,2013-09-04,33200,33050,33200,33050
510,2013-09-06,32800,33150,33150,32800
511,2013-09-07,32900,32700,32900,32700
512,2013-09-08,32850,32850,32950,32800
513,2013-09-09,32000,32750,32750,32000
514,2013-09-10,31800,31900,32050,31750
515,2013-09-11,31800,31750,31800,31650
516,2013-09-13,31700,31750,31800,31700
517,2013-09-14,31700,31800,31800,31700
518,2013-09-15,31300,31600,31600,31200
519,2013-09-16,30600,30900,31050,30600
520,2013-09-17,30800,30700,30850,30700
521,2013-09-18,30800,30950,31000,30800
522,2013-09-20,29000,30400,30450,29000
523,2013-09-21,29300,29300,29500,29000
524,2013-09-22,29350,29400,29550,29250
525,2013-09-23,29350,29150,29500,29150
526,2013-09-24,30700,29700,31250,29700
527,2013-09-25,30500,30800,30800,30500
528,2013-09-27,30400,30100,30450,29750
529,2013-09-28,30650,30700,31000,30550
530,2013-09-29,30350,30650,30650,30250
531,2013-09-30,30550,30500,30550,30400
532,2013-10-01,30550,30700,30700,30500
533,2013-10-02,30350,30500,30500,30350
534,2013-10-04,30550,30300,30600,30300
535,2013-10-05,30550,30800,30800,30550
536,2013-10-06,30450,30550,30550,30350
537,2013-10-07,30500,30450,30500,30400
538,2013-10-08,30350,30400,30400,30350
539,2013-10-09,30400,30400,30450,30400
540,2013-10-11,30350,30450,30450,30350
541,2013-10-12,30150,30400,30400,30150
542,2013-10-13,30350,30300,30350,30150
543,2013-10-14,30350,30300,30350,30250
544,2013-10-16,30450,30450,30450,30450
545,2013-10-18,30200,30400,30400,30200
546,2013-10-19,30150,30150,30200,30100
547,2013-10-20,29950,30050,30100,29950
548,2013-10-21,30100,30050,30100,30000
549,2013-10-22,30100,30100,30150,30050
550,2013-10-25,30150,30150,30150,30100
551,2013-10-26,30100,30150,30150,30050
552,2013-10-27,30100,30050,30100,30050
553,2013-10-28,30150,30050,30150,30050
554,2013-10-29,30050,30100,30100,30050
555,2013-10-30,30050,30050,30050,30050
556,2013-11-01,30120,30150,30150,30070
557,2013-11-02,30400,30200,30400,30200
558,2013-11-03,30300,30350,30350,30300
559,2013-11-04,30100,30250,30250,30100
560,2013-11-05,30180,30200,30200,30150
561,2013-11-06,30150,30150,30150,30150
562,2013-11-08,29950,30100,30100,29950
563,2013-11-09,30250,30050,30250,30050
564,2013-11-10,30150,30150,30180,30120
565,2013-11-11,30180,30130,30180,30130
566,2013-11-15,30130,30180,30200,30130
567,2013-11-16,30100,30120,30120,30050
568,2013-11-17,30030,30080,30080,29980
569,2013-11-18,30070,29950,30070,29950
570,2013-11-19,30050,30070,30120,30050
571,2013-11-20,30100,30100,30100,30050
572,2013-11-22,30050,30050,30050,30000
573,2013-11-23,29400,29850,29850,29250
574,2013-11-24,29150,29000,29150,28900
575,2013-11-25,29750,29320,29800,29200
576,2013-11-26,29900,29650,29950,29600
577,2013-11-27,29620,29830,29830,29600
578,2013-11-29,29600,29530,29620,29520
579,2013-11-30,29530,29600,29600,29530
580,2013-12-01,29530,29600,29600,29530
581,2013-12-02,29450,29460,29480,29400
582,2013-12-03,29550,29470,29560,29470
583,2013-12-04,29520,29580,29580,29520
584,2013-12-06,29480,29500,29520,29470
585,2013-12-07,29460,29450,29480,29400
586,2013-12-08,29420,29480,29490,29420
587,2013-12-09,29480,29450,29480,29440
588,2013-12-10,29390,29480,29480,29380
589,2013-12-11,29350,29370,29370,29350
590,2013-12-13,29560,29350,29560,29350
591,2013-12-14,29520,29600,29600,29520
592,2013-12-15,29470,29510,29510,29470
593,2013-12-16,29440,29440,29470,29420
594,2013-12-17,29490,29460,29490,29430
595,2013-12-18,29450,29480,29480,29440
596,2013-12-20,29450,29460,29460,29410
597,2013-12-21,29560,29420,29560,29420
598,2013-12-23,29710,29570,29720,29570
599,2013-12-24,29670,29710,29710,29630
600,2013-12-25,30010,29660,30010,29660
601,2013-12-27,29950,29930,29990,29850
602,2013-12-28,30150,29960,30230,29960
603,2013-12-29,30060,30160,30160,30060
604,2013-12-30,30070,30080,30080,30070
605,2013-12-31,30000,30030,30040,29990
606,2014-01-01,29920,29920,29920,29920
607,2014-01-03,29760,29940,29950,29740
608,2014-01-04,29740,29770,29770,29660
609,2014-01-05,29800,29730,29820,29730
610,2014-01-06,29850,29790,29850,29790
611,2014-01-07,29900,29850,29920,29820
612,2014-01-08,29800,29880,29910,29800
613,2014-01-10,29800,29780,29830,29760
614,2014-01-11,29790,29840,29840,29780
615,2014-01-12,29560,29780,29780,29500
616,2014-01-13,29630,29600,29680,29600
617,2014-01-14,29570,29640,29640,29560
618,2014-01-15,29570,29580,29610,29570
619,2014-01-17,29390,29560,29560,29380
620,2014-01-18,29360,29360,29360,29360
621,2014-01-19,28880,29230,29230,28880
622,2014-01-20,29340,28890,29380,28890
623,2014-01-21,29510,29320,29650,29280
624,2014-01-22,29400,29480,29490,29360
625,2014-01-24,29520,29440,29640,29440
626,2014-01-25,29450,29540,29550,29410
627,2014-01-26,29490,29460,29490,29410
628,2014-01-27,29480,29470,29510,29440
629,2014-01-28,29420,29490,29510,29420
630,2014-01-29,29350,29410,29430,29320
631,2014-01-30,29380,29340,29400,29330
632,2014-01-31,29420,29370,29440,29350
633,2014-02-01,29460,29410,29480,29400
634,2014-02-02,29540,29460,29580,29460
635,2014-02-03,29470,29520,29530,29460
636,2014-02-04,29510,29460,29510,29460
637,2014-02-05,29590,29500,29600,29490
638,2014-02-06,29600,29620,29630,29580
639,2014-02-07,29540,29580,29600,29520
640,2014-02-08,29460,29530,29540,29430
641,2014-02-09,29510,29450,29520,29420
642,2014-02-10,29500,29500,29510,29500
643,2014-02-11,29540,29510,29560,29490
644,2014-02-12,29520,29550,29550,29480
645,2014-02-13,29530,29530,29550,29530
646,2014-02-14,29580,29560,29610,29520
647,2014-02-15,29480,29570,29570,29480
648,2014-02-16,29520,29500,29530,29440
649,2014-02-17,29520,29540,29570,29500
650,2014-02-18,29520,29500,29540,29480
651,2014-02-19,29530,29500,29530,29500
652,2014-02-20,29500,29520,29520,29500
653,2014-02-21,29560,29520,29580,29510
654,2014-02-22,29600,29580,29620,29560
655,2014-02-23,29840,29580,29850,29580
656,2014-02-24,29900,29860,30150,29860
657,2014-02-25,29880,29890,29960,29840
658,2014-02-26,30090,29890,30090,29860
659,2014-02-27,30100,30120,30120,30060
660,2014-02-28,30450,30140,30500,30100
661,2014-03-01,30590,30430,30600,30310
662,2014-03-02,31070,30660,31270,30630
663,2014-03-03,30640,31000,31140,30500
664,2014-03-04,30520,30620,30620,30500
665,2014-03-05,30490,30500,30530,30430
